episode,steps,reward,success,trajectory
54,100,-9.99999999999998,0,"[(2, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 4), (4, 4)]"
55,100,-9.99999999999998,0,"[(3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6), (3, 5), (3, 6)]"
56,100,-9.99999999999998,0,"[(2, 2), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3), (2, 3), (1, 3)]"
57,100,-9.99999999999998,0,"[(5, 3), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (3, 7), (2, 7), (2, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8), (1, 8), (0, 8)]"
58,9,99.10000000000001,1,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (9, 1)]"
59,100,-9.99999999999998,0,"[(7, 0), (7, 1), (7, 2), (8, 2), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3), (7, 3), (8, 3)]"
60,100,-9.99999999999998,0,"[(9, 5), (9, 4), (8, 4), (8, 3), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2), (7, 2), (8, 2)]"
61,9,99.10000000000001,1,"[(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (3, 8), (4, 8), (5, 8)]"
62,100,-9.99999999999998,0,"[(5, 6), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7), (5, 7), (6, 7)]"
63,13,98.7,1,"[(8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (7, 6), (7, 5), (6, 5), (6, 6), (6, 7), (5, 7), (5, 6), (4, 6)]"
64,7,99.30000000000001,1,"[(2, 6), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2), (0, 2), (0, 1)]"
65,16,98.4,1,"[(9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (8, 5), (8, 6), (7, 6), (6, 6), (5, 6), (5, 7), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)]"
66,100,-9.99999999999998,0,"[(4, 8), (4, 7), (4, 6), (5, 6), (5, 5), (5, 4), (5, 3), (4, 3), (4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0)]"
67,9,99.10000000000001,1,"[(1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (6, 4)]"
68,100,-9.99999999999998,0,"[(7, 5), (6, 5), (6, 6), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7)]"
69,5,99.5,1,"[(6, 4), (5, 4), (5, 5), (5, 6), (5, 7), (4, 7)]"
70,100,-9.99999999999998,0,"[(4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7), (5, 7), (4, 7)]"
71,100,-9.99999999999998,0,"[(4, 4), (3, 4), (3, 5), (2, 5), (1, 5), (0, 5), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6)]"
72,100,-9.99999999999998,0,"[(1, 3), (1, 2), (2, 2), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0), (2, 1), (2, 0)]"
73,11,98.9,1,"[(9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (8, 4), (8, 3), (7, 3), (7, 2), (7, 1), (7, 0), (8, 0)]"
74,100,-9.99999999999998,0,"[(2, 5), (1, 5), (1, 4), (1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (4, 1), (4, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0)]"
75,4,99.60000000000001,1,"[(0, 2), (1, 2), (2, 2), (3, 2), (3, 1)]"
76,100,-9.99999999999998,0,"[(3, 0), (3, 1), (3, 2), (4, 2), (5, 2), (6, 2), (6, 3), (7, 3), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3), (8, 4), (8, 3)]"
77,100,-9.99999999999998,0,"[(6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (2, 7), (2, 6), (2, 5), (3, 5), (3, 4), (2, 4), (2, 3), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3), (1, 4), (1, 3)]"
78,3,99.7,1,"[(9, 4), (8, 4), (8, 5), (8, 6)]"
79,100,-9.99999999999998,0,"[(9, 5), (9, 6), (8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4)]"
80,100,-9.99999999999998,0,"[(6, 4), (6, 5), (6, 6), (5, 6), (4, 6), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8)]"
81,100,-9.99999999999998,0,"[(8, 4), (7, 4), (7, 3), (6, 3), (5, 3), (5, 2), (5, 1), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0)]"
82,100,-9.99999999999998,0,"[(7, 2), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1)]"
83,100,-9.99999999999998,0,"[(7, 6), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5)]"
84,6,99.4,1,"[(7, 6), (7, 5), (7, 4), (7, 3), (8, 3), (8, 2), (8, 1)]"
85,100,-9.99999999999998,0,"[(4, 6), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2), (5, 1), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0)]"
